,Date,Home Team,Away Team,Betting Score Spread,Final Score Spread,Betting Line Error
1242,2018-04-17 00:00:00,POR,NOP,-6.5,9,-15.5
3484,2020-02-25 00:00:00,POR,BOS,7.0,12,-5.0
5145,2021-11-15 00:00:00,POR,TOR,-3.0,-5,2.0
3470,2020-02-23 00:00:00,POR,DET,-5.5,-3,-2.5
5160,2021-11-17 00:00:00,POR,CHI,-3.5,-5,1.5
3456,2020-02-21 00:00:00,POR,NOP,5.5,13,-7.5
197,2017-11-13 00:00:00,POR,DEN,1.0,-17,18.0
462,2017-12-20 00:00:00,POR,SAS,-2.5,2,-4.5
6467,2022-11-19 00:00:00,POR,UTA,-4.5,5,-9.5
6860,2023-01-12 00:00:00,POR,CLE,1.0,6,-5.0
5299,2021-12-06 00:00:00,POR,LAC,5.0,12,-7.0
3334,2020-01-29 00:00:00,POR,HOU,5.0,-13,18.0
3206,2020-01-11 00:00:00,POR,MIL,7.5,21,-13.5
5469,2022-01-03 00:00:00,POR,ATL,4.0,-5,9.0
5485,2022-01-05 00:00:00,POR,MIA,2.5,6,-3.5
6636,2022-12-12 00:00:00,POR,MIN,-4.0,-21,17.0
3075,2019-12-23 00:00:00,POR,NOP,-5.5,8,-13.5
8538,2024-03-22 00:00:00,POR,LAC,14.5,8,6.5
8312,2024-02-15 00:00:00,POR,MIN,9.5,37,-27.5
8347,2024-02-25 00:00:00,POR,CHA,-3.5,13,-16.5
6623,2022-12-10 00:00:00,POR,MIN,-5.5,-6,0.5
5499,2022-01-07 00:00:00,POR,CLE,6.0,13,-7.0
82,2017-10-28 00:00:00,POR,PHX,-12.0,-7,-5.0
2302,2019-03-09 00:00:00,POR,PHX,-12.0,-7,-5.0
7718,2023-11-19 00:00:00,POR,OKC,7.0,43,-36.0
8524,2024-03-20 00:00:00,POR,LAC,11.5,13,-1.5
5514,2022-01-09 00:00:00,POR,SAC,1.5,-15,16.5
5521,2022-01-10 00:00:00,POR,BKN,8.5,-6,14.5
6605,2022-12-08 00:00:00,POR,DEN,2.0,1,1.0
519,2017-12-28 00:00:00,POR,PHI,2.0,-4,6.0
1327,2018-10-18 00:00:00,POR,LAL,-3.0,-9,6.0
7745,2023-11-22 00:00:00,POR,UTA,3.5,-16,19.5
3107,2019-12-28 00:00:00,POR,LAL,5.0,8,-3.0
8333,2024-02-23 00:00:00,POR,DEN,8.5,15,-6.5
2287,2019-03-07 00:00:00,POR,OKC,-3.5,8,-11.5
8547,2024-03-23 00:00:00,POR,DEN,10.5,3,7.5
838,2018-02-11 00:00:00,POR,UTA,-4.0,19,-23.0
3218,2020-01-13 00:00:00,POR,CHA,-9.0,-3,-6.0
5450,2021-12-29 00:00:00,POR,UTA,8.0,15,-7.0
2174,2019-02-13 00:00:00,POR,GSW,2.0,-22,24.0
3315,2020-01-26 00:00:00,POR,IND,-3.0,-10,7.0
5339,2021-12-12 00:00:00,POR,MIN,-3.0,5,-8.0
7697,2023-11-15 00:00:00,POR,CLE,10.0,14,-4.0
3038,2019-12-18 00:00:00,POR,GSW,-9.0,-10,1.0
5352,2021-12-14 00:00:00,POR,PHX,1.0,4,-3.0
1345,2018-10-20 00:00:00,POR,SAS,-4.5,-13,8.5
5361,2021-12-15 00:00:00,POR,MEM,3.0,10,-7.0
233,2017-11-18 00:00:00,POR,SAC,-12.0,-12,0.0
3051,2019-12-20 00:00:00,POR,ORL,-3.5,-15,11.5
5374,2021-12-17 00:00:00,POR,CHA,0.0,-9,9.0
3291,2020-01-23 00:00:00,POR,DAL,5.5,8,-2.5
8295,2024-02-13 00:00:00,POR,MIN,8.5,12,-3.5
3275,2020-01-20 00:00:00,POR,GSW,-7.5,-5,-2.5
812,2018-02-08 00:00:00,POR,CHA,-3.0,-6,3.0
212,2017-11-15 00:00:00,POR,ORL,-5.5,-5,-0.5
5642,2022-01-26 00:00:00,POR,DAL,5.0,20,-15.0
758,2018-01-31 00:00:00,POR,CHI,-8.0,-16,8.0
3061,2019-12-21 00:00:00,POR,MIN,-7.0,-7,0.0
5633,2022-01-25 00:00:00,POR,MIN,3.0,2,1.0
6540,2022-11-29 00:00:00,POR,LAC,-4.0,6,-10.0
5434,2021-12-27 00:00:00,POR,DAL,1.0,15,-14.0
7708,2023-11-17 00:00:00,POR,LAL,9.5,12,-2.5
1499,2018-11-11 00:00:00,POR,BOS,-2.0,-6,4.0
5809,2022-02-24 00:00:00,POR,GSW,10.0,37,-27.0
1233,2018-04-14 00:00:00,POR,NOP,-5.5,2,-7.5
4845,2021-05-16 00:00:00,POR,DEN,-8.5,-16,7.5
4776,2021-05-08 00:00:00,POR,SAS,-6.0,-22,16.0
3794,2020-12-26 00:00:00,POR,HOU,-7.5,-2,-5.5
960,2018-03-06 00:00:00,POR,NYK,-9.5,-24,14.5
4791,2021-05-10 00:00:00,POR,HOU,-15.0,-11,-4.0
1926,2019-01-09 00:00:00,POR,CHI,-9.5,-12,2.5
3779,2020-12-23 00:00:00,POR,UTA,1.5,20,-18.5
1938,2019-01-11 00:00:00,POR,CHA,-6.5,-31,24.5
681,2018-01-20 00:00:00,POR,DAL,-5.0,-9,4.0
7904,2023-12-19 00:00:00,POR,PHX,7.0,-5,12.0
8176,2024-01-28 00:00:00,POR,CHI,5.5,8,-2.5
6992,2023-01-30 00:00:00,POR,ATL,-5.5,-4,-1.5
3715,2020-08-24 00:00:00,POR,LAL,7.0,20,-13.0
3707,2020-08-22 00:00:00,POR,LAL,7.5,8,-0.5
6980,2023-01-28 00:00:00,POR,TOR,-3.0,18,-21.0
7898,2023-12-16 00:00:00,POR,DAL,4.5,11,-6.5
5930,2022-03-12 00:00:00,POR,WAS,7.0,-9,16.0
939,2018-03-03 00:00:00,POR,OKC,-4.5,-8,3.5
4871,2021-05-27 00:00:00,POR,DEN,-3.5,5,-8.5
4876,2021-05-29 00:00:00,POR,DEN,-4.5,-20,15.5
3683,2020-08-15 00:00:00,POR,MEM,-6.0,-4,-2.0
1973,2019-01-16 00:00:00,POR,CLE,-14.0,-17,3.0
7632,2023-11-05 00:00:00,POR,MEM,3.5,12,-8.5
7922,2023-12-21 00:00:00,POR,WAS,-4.0,1,-5.0
8474,2024-03-13 00:00:00,POR,ATL,4.5,-4,8.5
4769,2021-05-07 00:00:00,POR,LAL,-7.5,-5,-2.5
6033,2022-03-26 00:00:00,POR,HOU,4.5,17,-12.5
4666,2021-04-25 00:00:00,POR,MEM,-3.5,7,-10.5
6024,2022-03-25 00:00:00,POR,HOU,4.5,19,-14.5
315,2017-11-30 00:00:00,POR,MIL,-4.0,12,-16.0
7071,2023-02-10 00:00:00,POR,OKC,-2.5,9,-11.5
1886,2019-01-04 00:00:00,POR,OKC,1.0,2,-1.0
2761,2019-11-10 00:00:00,POR,ATL,-9.0,-11,2.0
6013,2022-03-23 00:00:00,POR,SAS,9.5,37,-27.5
982,2018-03-09 00:00:00,POR,GSW,1.0,-17,18.0
175,2017-11-10 00:00:00,POR,BKN,-8.5,4,-12.5
6956,2023-01-25 00:00:00,POR,UTA,-4.0,-10,6.0
1893,2019-01-05 00:00:00,POR,HOU,1.0,-9,10.0
7058,2023-02-08 00:00:00,POR,GSW,-3.0,-3,0.0
575,2018-01-05 00:00:00,POR,ATL,-7.5,-21,13.5
3871,2021-01-05 00:00:00,POR,CHI,-9.5,3,-12.5
1604,2018-11-25 00:00:00,POR,LAC,-4.0,4,-8.0
2486,2019-04-03 00:00:00,POR,MEM,-10.5,-27,16.5
7043,2023-02-06 00:00:00,POR,MIL,4.0,19,-15.0
1908,2019-01-07 00:00:00,POR,NYK,-11.0,-10,-1.0
665,2018-01-18 00:00:00,POR,IND,-4.5,-14,9.5
2783,2019-11-13 00:00:00,POR,TOR,-3.5,8,-11.5
6345,2022-11-02 00:00:00,POR,MEM,5.5,5,0.5
3887,2021-01-07 00:00:00,POR,MIN,-10.0,-18,8.0
4892,2021-06-03 00:00:00,POR,DEN,-5.0,11,-16.0
2604,2019-05-09 00:00:00,POR,DEN,-4.0,-11,7.0
8481,2024-03-14 00:00:00,POR,NYK,12.5,12,0.5
7880,2023-12-14 00:00:00,POR,UTA,-5.0,8,-13.0
6911,2023-01-19 00:00:00,POR,PHI,1.5,10,-8.5
6580,2022-12-04 00:00:00,POR,IND,-5.0,-16,11.0
1476,2018-11-08 00:00:00,POR,LAC,-5.0,-11,6.0
117,2017-11-02 00:00:00,POR,LAL,-6.0,-3,-3.0
8203,2024-01-31 00:00:00,POR,MIL,10.5,-3,13.5
3625,2020-08-04 00:00:00,POR,HOU,3.5,-8,11.5
2901,2019-11-29 00:00:00,POR,CHI,-7.0,-4,-3.0
4970,2021-10-23 00:00:00,POR,PHX,-3.0,-29,26.0
707,2018-01-24 00:00:00,POR,MIN,-3.5,-9,5.5
5833,2022-02-27 00:00:00,POR,DEN,8.5,32,-23.5
909,2018-02-27 00:00:00,POR,SAC,-12.5,-17,4.5
2417,2019-03-25 00:00:00,POR,BKN,-6.0,-4,-2.0
5000,2021-10-27 00:00:00,POR,MEM,-2.5,-20,17.5
3598,2020-07-31 00:00:00,POR,MEM,-3.5,-5,1.5
6883,2023-01-15 00:00:00,POR,DAL,-9.0,-17,8.0
3588,2020-03-10 00:00:00,POR,PHX,-6.0,-16,10.0
5013,2021-10-29 00:00:00,POR,LAC,-3.5,-19,15.5
2045,2019-01-26 00:00:00,POR,ATL,-8.5,-9,0.5
6876,2023-01-14 00:00:00,POR,DAL,-4.0,-17,13.0
3567,2020-03-07 00:00:00,POR,SAC,-2.0,12,-14.0
3644,2020-08-08 00:00:00,POR,LAC,4.0,5,-1.0
2888,2019-11-27 00:00:00,POR,OKC,-2.5,-17,14.5
4950,2021-10-20 00:00:00,POR,SAC,-6.5,3,-9.5
1988,2019-01-18 00:00:00,POR,NOP,-3.0,-16,13.0
923,2018-03-01 00:00:00,POR,MIN,-5.5,-9,3.5
3653,2020-08-09 00:00:00,POR,PHI,-2.5,-3,0.5
67,2017-10-26 00:00:00,POR,LAC,-2.0,1,-3.0
6940,2023-01-23 00:00:00,POR,SAS,-8.5,-20,11.5
6934,2023-01-22 00:00:00,POR,LAL,-6.0,9,-15.0
7467,2023-04-17 00:00:00,SAC,GSW,2.0,-8,10.0
265,2017-11-22 00:00:00,SAC,LAL,-1.0,-11,10.0
7986,2024-01-02 00:00:00,SAC,CHA,-15.5,7,-22.5
8133,2024-01-22 00:00:00,SAC,ATL,-8.5,-15,6.5
8429,2024-03-07 00:00:00,SAC,SAS,-11.5,-2,-9.5
7998,2024-01-03 00:00:00,SAC,ORL,-5.5,-3,-2.5
7816,2023-12-02 00:00:00,SAC,DEN,-3.5,-6,2.5
12,2017-10-18 00:00:00,SAC,HOU,7.0,5,2.0
7391,2023-04-02 00:00:00,SAC,SAS,-16.0,8,-24.0
7679,2023-11-13 00:00:00,SAC,CLE,1.0,-12,13.0
7334,2023-03-24 00:00:00,SAC,PHX,-5.0,-8,3.0
8352,2024-02-26 00:00:00,SAC,MIA,-7.5,11,-18.5
8266,2024-02-09 00:00:00,SAC,DEN,-3.0,-29,26.0
7941,2023-12-23 00:00:00,SAC,MIN,-2.5,12,-14.5
285,2017-11-25 00:00:00,SAC,LAC,4.5,2,2.5
8324,2024-02-22 00:00:00,SAC,SAS,-10.5,-5,-5.5
7860,2023-12-11 00:00:00,SAC,BKN,-5.0,-13,8.0
8607,2024-03-31 00:00:00,SAC,UTA,-13.0,-21,8.0
7502,2023-04-30 00:00:00,SAC,GSW,-1.5,20,-21.5
8449,2024-03-10 00:00:00,SAC,HOU,-6.5,8,-14.5
8563,2024-03-25 00:00:00,SAC,PHI,-7.5,-12,4.5
224,2017-11-17 00:00:00,SAC,POR,7.0,-4,11.0
7432,2023-04-07 00:00:00,SAC,GSW,11.0,22,-11.0
7496,2023-04-26 00:00:00,SAC,GSW,2.0,7,-5.0
157,2017-11-07 00:00:00,SAC,OKC,10.5,-8,18.5
7461,2023-04-15 00:00:00,SAC,GSW,-1.5,-3,1.5
8104,2024-01-18 00:00:00,SAC,IND,-8.0,5,-13.0
68,2017-10-26 00:00:00,SAC,NOP,-1.0,8,-9.0
7819,2023-12-04 00:00:00,SAC,NOP,-3.0,10,-13.0
250,2017-11-20 00:00:00,SAC,DEN,5.0,16,-11.0
8466,2024-03-12 00:00:00,SAC,MIL,1.0,-35,36.0
7914,2023-12-20 00:00:00,SAC,BOS,2.5,25,-22.5
7783,2023-11-28 00:00:00,SAC,GSW,-2.0,-1,-1.0
7881,2023-12-14 00:00:00,SAC,OKC,-2.5,-5,2.5
8622,2024-04-02 00:00:00,SAC,LAC,2.0,-14,16.0
8014,2024-01-05 00:00:00,SAC,TOR,-4.5,-5,0.5
8475,2024-03-13 00:00:00,SAC,LAL,2.0,-13,15.0
8252,2024-02-07 00:00:00,SAC,DET,-13.5,13,-26.5
8404,2024-03-04 00:00:00,SAC,CHI,-6.5,4,-10.5
7581,2023-10-29 00:00:00,SAC,LAL,-2.5,-5,2.5
7340,2023-03-25 00:00:00,SAC,UTA,-9.5,-8,-1.5
7790,2023-11-29 00:00:00,SAC,LAC,1.5,14,-12.5
8568,2024-03-26 00:00:00,SAC,DAL,-1.0,36,-37.0
8510,2024-03-18 00:00:00,SAC,MEM,-12.0,-10,-2.0
88,2017-10-29 00:00:00,SAC,WAS,7.5,27,-19.5
7658,2023-11-08 00:00:00,SAC,POR,-8.0,-3,-5.0
8022,2024-01-07 00:00:00,SAC,NOP,-4.5,33,-37.5
166,2017-11-09 00:00:00,SAC,PHI,6.5,-1,7.5
7899,2023-12-16 00:00:00,SAC,UTA,-8.0,-21,13.0
8594,2024-03-29 00:00:00,SAC,DAL,1.0,4,-3.0
8496,2024-03-16 00:00:00,SAC,NYK,-3.0,7,-10.0
7928,2023-12-22 00:00:00,SAC,PHX,-4.0,-15,11.0
7568,2023-10-27 00:00:00,SAC,GSW,-3.5,8,-11.5
300,2017-11-28 00:00:00,SAC,MIL,6.5,25,-18.5
869,2018-02-22 00:00:00,SAC,OKC,8.0,3,5.0
8692,2024-04-11 00:00:00,SAC,NOP,-1.5,12,-13.5
2389,2019-03-21 00:00:00,SAC,DAL,-9.0,-16,7.0
1484,2018-11-09 00:00:00,SAC,MIN,2.0,-11,13.0
3804,2020-12-27 00:00:00,SAC,PHX,3.5,16,-12.5
3795,2020-12-26 00:00:00,SAC,PHX,3.5,-3,6.5
2405,2019-03-23 00:00:00,SAC,PHX,-10.5,-9,-1.5
5199,2021-11-22 00:00:00,SAC,PHI,-5.0,8,-13.0
5216,2021-11-24 00:00:00,SAC,POR,1.5,-4,5.5
542,2017-12-31 00:00:00,SAC,MEM,-2.0,18,-20.0
6470,2022-11-20 00:00:00,SAC,DET,-10.5,-8,-2.5
1472,2018-11-07 00:00:00,SAC,TOR,9.0,9,0.0
6451,2022-11-17 00:00:00,SAC,SAS,-7.5,-18,10.5
5255,2021-11-30 00:00:00,SAC,LAL,1.0,25,-24.0
551,2018-01-02 00:00:00,SAC,CHA,4.0,20,-16.0
2474,2019-04-02 00:00:00,SAC,HOU,5.5,25,-19.5
6439,2022-11-15 00:00:00,SAC,BKN,-2.0,-32,30.0
2489,2019-04-04 00:00:00,SAC,CLE,-10.0,-13,3.0
6426,2022-11-13 00:00:00,SAC,GSW,4.0,-7,11.0
2518,2019-04-07 00:00:00,SAC,NOP,-12.0,4,-16.0
5285,2021-12-04 00:00:00,SAC,LAC,2.0,-5,7.0
6400,2022-11-09 00:00:00,SAC,CLE,4.0,-7,11.0
3666,2020-08-11 00:00:00,SAC,NOP,-3.5,-6,2.5
5314,2021-12-08 00:00:00,SAC,ORL,-7.5,-12,4.5
3654,2020-08-09 00:00:00,SAC,HOU,4.5,17,-12.5
5362,2021-12-15 00:00:00,SAC,WAS,2.0,-14,16.0
823,2018-02-09 00:00:00,SAC,POR,5.0,18,-13.0
3632,2020-08-06 00:00:00,SAC,NOP,4.0,-15,19.0
5375,2021-12-17 00:00:00,SAC,MEM,0.0,19,-19.0
5385,2021-12-19 00:00:00,SAC,SAS,0.0,-7,7.0
3621,2020-08-04 00:00:00,SAC,DAL,5.5,4,1.5
6536,2022-11-28 00:00:00,SAC,PHX,0.0,5,-5.0
526,2017-12-29 00:00:00,SAC,PHX,-2.5,10,-12.5
5184,2021-11-20 00:00:00,SAC,UTA,7.5,18,-10.5
6552,2022-11-30 00:00:00,SAC,IND,-4.5,-23,18.5
6743,2022-12-27 00:00:00,SAC,DEN,3.0,7,-4.0
904,2018-02-26 00:00:00,SAC,MIN,5.0,18,-13.0
2244,2019-03-01 00:00:00,SAC,LAC,-3.0,7,-10.0
1141,2018-03-31 00:00:00,SAC,GSW,9.0,16,-7.0
3954,2021-01-17 00:00:00,SAC,NOP,2.5,5,-2.5
6720,2022-12-23 00:00:00,SAC,WAS,-7.5,14,-21.5
5055,2021-11-03 00:00:00,SAC,NOP,-6.0,-13,7.0
2268,2019-03-04 00:00:00,SAC,NYK,-11.0,-7,-4.0
6704,2022-12-21 00:00:00,SAC,LAL,-8.0,-14,6.0
491,2017-12-23 00:00:00,SAC,SAS,6.0,9,-3.0
6689,2022-12-19 00:00:00,SAC,CHA,-10.0,6,-16.0
5069,2021-11-05 00:00:00,SAC,CHA,-2.0,-30,28.0
1508,2018-11-12 00:00:00,SAC,SAS,2.5,-5,7.5
2284,2019-03-06 00:00:00,SAC,BOS,2.0,2,0.0
6310,2022-10-29 00:00:00,SAC,MIA,4.0,-6,10.0
3944,2021-01-15 00:00:00,SAC,LAC,7.0,38,-31.0
889,2018-02-24 00:00:00,SAC,LAL,1.5,5,-3.5
5090,2021-11-08 00:00:00,SAC,PHX,3.5,5,-1.5
3932,2021-01-13 00:00:00,SAC,POR,4.5,6,-1.5
3919,2021-01-11 00:00:00,SAC,IND,3.5,-5,8.5
3905,2021-01-09 00:00:00,SAC,POR,5.5,26,-20.5
512,2017-12-27 00:00:00,SAC,CLE,9.0,-14,23.0
1494,2018-11-10 00:00:00,SAC,LAL,5.5,15,-9.5
2358,2019-03-17 00:00:00,SAC,CHI,-6.5,-27,20.5
3897,2021-01-08 00:00:00,SAC,TOR,1.0,21,-20.0
6578,2022-12-04 00:00:00,SAC,CHI,-3.0,-9,6.0
3882,2021-01-06 00:00:00,SAC,CHI,-7.0,-4,-3.0
5175,2021-11-19 00:00:00,SAC,TOR,-3.5,19,-22.5
3820,2020-12-29 00:00:00,SAC,DEN,2.0,-10,12.0
2374,2019-03-19 00:00:00,SAC,BKN,-3.5,2,-5.5
5079,2021-11-07 00:00:00,SAC,IND,-2.5,3,-5.5
5404,2021-12-22 00:00:00,SAC,LAC,4.0,16,-12.0
5423,2021-12-26 00:00:00,SAC,MEM,2.0,25,-23.0
584,2018-01-06 00:00:00,SAC,DEN,8.5,-8,16.5
3371,2020-02-03 00:00:00,SAC,MIN,-1.0,-4,3.0
5591,2022-01-19 00:00:00,SAC,DET,-7.5,2,-9.5
2921,2019-12-02 00:00:00,SAC,CHI,-4.5,7,-11.5
660,2018-01-17 00:00:00,SAC,UTA,4.0,15,-11.0
3357,2020-02-01 00:00:00,SAC,LAL,7.0,16,-9.0
1372,2018-10-24 00:00:00,SAC,MEM,2.5,-5,7.5
3335,2020-01-29 00:00:00,SAC,OKC,2.5,20,-17.5
5985,2022-03-20 00:00:00,SAC,PHX,8.0,3,5.0
5976,2022-03-18 00:00:00,SAC,BOS,11.0,29,-18.0
5962,2022-03-16 00:00:00,SAC,MIL,8.5,9,-0.5
2988,2019-12-11 00:00:00,SAC,OKC,-1.5,-1,-0.5
5945,2022-03-14 00:00:00,SAC,CHI,4.5,-9,13.5
3235,2020-01-15 00:00:00,SAC,DAL,4.0,4,0.0
3002,2019-12-13 00:00:00,SAC,NYK,-8.5,2,-10.5
2903,2019-11-30 00:00:00,SAC,DEN,4.0,-3,7.0
5692,2022-02-02 00:00:00,SAC,BKN,5.0,-11,16.0
5909,2022-03-09 00:00:00,SAC,DEN,6.5,6,0.5
5893,2022-03-07 00:00:00,SAC,NYK,-4.0,16,-20.0
3198,2020-01-10 00:00:00,SAC,MIL,9.5,21,-11.5
3170,2020-01-06 00:00:00,SAC,GSW,-10.0,-13,3.0
5715,2022-02-05 00:00:00,SAC,OKC,-7.5,-10,2.5
1322,2018-10-17 00:00:00,SAC,UTA,8.5,6,2.5
3156,2020-01-04 00:00:00,SAC,NOP,-2.5,2,-4.5
3076,2019-12-23 00:00:00,SAC,HOU,6.0,9,-3.0
3138,2020-01-02 00:00:00,SAC,MEM,-4.5,-5,0.5
5810,2022-02-24 00:00:00,SAC,DEN,4.0,18,-14.0
3087,2019-12-26 00:00:00,SAC,MIN,-7.0,1,-8.0
5738,2022-02-08 00:00:00,SAC,MIN,8.0,20,-12.0
3106,2019-12-28 00:00:00,SAC,PHX,-2.5,2,-4.5
5743,2022-02-09 00:00:00,SAC,MIN,7.0,-13,20.0
3219,2020-01-13 00:00:00,SAC,ORL,-1.0,2,-3.0
6751,2022-12-28 00:00:00,SAC,DEN,1.5,-1,2.5
773,2018-02-02 00:00:00,SAC,GSW,14.0,15,-1.0
1384,2018-10-26 00:00:00,SAC,WAS,5.5,-4,9.5
6298,2022-10-27 00:00:00,SAC,MEM,2.5,15,-12.5
3578,2020-03-08 00:00:00,SAC,TOR,5.0,5,0.0
2647,2019-10-25 00:00:00,SAC,POR,1.5,10,-8.5
6265,2022-10-22 00:00:00,SAC,LAC,2.5,2,0.5
595,2018-01-08 00:00:00,SAC,SAS,5.0,7,-2.0
5443,2021-12-28 00:00:00,SAC,OKC,-5.5,-6,0.5
6243,2022-10-19 00:00:00,SAC,POR,-3.5,7,-10.5
5451,2021-12-29 00:00:00,SAC,DAL,1.0,-1,2.0
3550,2020-03-05 00:00:00,SAC,PHI,-5.5,17,-22.5
1229,2018-04-11 00:00:00,SAC,HOU,3.0,-13,16.0
3538,2020-03-03 00:00:00,SAC,WAS,-5.5,-7,1.5
2673,2019-10-28 00:00:00,SAC,DEN,5.0,7,-2.0
2686,2019-10-30 00:00:00,SAC,CHA,-7.5,7,-14.5
2698,2019-11-01 00:00:00,SAC,UTA,4.5,-1,5.5
5563,2022-01-16 00:00:00,SAC,HOU,-4.5,6,-10.5
3521,2020-03-01 00:00:00,SAC,DET,-9.5,-6,-3.5
5486,2022-01-05 00:00:00,SAC,ATL,1.5,6,-4.5
794,2018-02-05 00:00:00,SAC,CHI,-2.0,-6,4.0
5522,2022-01-10 00:00:00,SAC,CLE,5.5,1,4.5
3446,2020-02-20 00:00:00,SAC,MEM,1.0,-4,5.0
2776,2019-11-12 00:00:00,SAC,POR,1.5,-8,9.5
2807,2019-11-17 00:00:00,SAC,BOS,3.0,-1,4.0
2823,2019-11-19 00:00:00,SAC,PHX,-3.0,-4,1.0
3407,2020-02-08 00:00:00,SAC,SAS,2.5,-20,22.5
5537,2022-01-12 00:00:00,SAC,LAL,4.0,-9,13.0
6108,2022-04-05 00:00:00,SAC,NOP,7.5,14,-6.5
782,2018-02-03 00:00:00,SAC,DAL,4.5,7,-2.5
6096,2022-04-03 00:00:00,SAC,GSW,4.5,19,-14.5
5551,2022-01-14 00:00:00,SAC,HOU,-5.5,-12,6.5
3397,2020-02-07 00:00:00,SAC,MIA,1.0,-8,9.0
615,2018-01-11 00:00:00,SAC,LAC,3.5,6,-2.5
3989,2021-01-22 00:00:00,SAC,NYK,-3.5,-9,5.5
3122,2019-12-31 00:00:00,SAC,LAC,6.5,18,-11.5
2231,2019-02-27 00:00:00,SAC,MIL,6.5,1,5.5
4697,2021-04-28 00:00:00,SAC,UTA,8.5,49,-40.5
1863,2019-01-01 00:00:00,SAC,POR,1.0,5,-4.0
4290,2021-03-03 00:00:00,SAC,LAL,-4.5,-3,-1.5
7082,2023-02-11 00:00:00,SAC,DAL,1.5,-5,6.5
1875,2019-01-03 00:00:00,SAC,DEN,3.5,4,-0.5
7072,2023-02-10 00:00:00,SAC,DAL,1.0,8,-7.0
402,2017-12-12 00:00:00,SAC,PHX,-4.5,-7,2.5
1894,2019-01-05 00:00:00,SAC,GSW,7.5,4,3.5
1909,2019-01-07 00:00:00,SAC,ORL,-4.5,-16,11.5
1603,2018-11-25 00:00:00,SAC,UTA,4.0,21,-17.0
4267,2021-02-28 00:00:00,SAC,CHA,-3.5,1,-4.5
1076,2018-03-22 00:00:00,SAC,ATL,-3.5,-15,11.5
1931,2019-01-10 00:00:00,SAC,DET,-8.0,-10,2.0
4770,2021-05-07 00:00:00,SAC,SAS,4.5,9,-4.5
1947,2019-01-12 00:00:00,SAC,CHA,-5.5,-7,1.5
4785,2021-05-09 00:00:00,SAC,OKC,-9.0,-28,19.0
1960,2019-01-14 00:00:00,SAC,POR,-2.0,-8,6.0
4802,2021-05-11 00:00:00,SAC,OKC,-9.0,-16,7.0
4191,2021-02-18 00:00:00,SAC,MIA,1.0,8,-7.0
6957,2023-01-25 00:00:00,SAC,TOR,-3.0,18,-21.0
6941,2023-01-23 00:00:00,SAC,MEM,1.5,-33,34.5
947,2018-03-04 00:00:00,SAC,NYK,2.5,-3,5.5
4172,2021-02-15 00:00:00,SAC,BKN,4.5,11,-6.5
6927,2023-01-21 00:00:00,SAC,PHI,1.0,2,-1.0
4165,2021-02-14 00:00:00,SAC,MEM,1.0,14,-13.0
7122,2023-02-23 00:00:00,SAC,POR,-11.0,-17,6.0
384,2017-12-10 00:00:00,SAC,TOR,9.0,15,-6.0
983,2018-03-09 00:00:00,SAC,ORL,-2.5,-6,3.5
1825,2018-12-27 00:00:00,SAC,LAL,-4.5,-1,-3.5
4496,2021-04-03 00:00:00,SAC,MIL,3.0,1,2.0
4533,2021-04-08 00:00:00,SAC,DET,-7.5,12,-19.5
7310,2023-03-21 00:00:00,SAC,BOS,5.0,23,-18.0
4488,2021-04-02 00:00:00,SAC,LAL,-4.5,21,-25.5
1016,2018-03-14 00:00:00,SAC,MIA,7.0,-4,11.0
1725,2018-12-12 00:00:00,SAC,MIN,3.5,-11,14.5
1647,2018-12-01 00:00:00,SAC,IND,1.5,-1,2.5
1739,2018-12-14 00:00:00,SAC,GSW,7.0,5,2.0
4587,2021-04-14 00:00:00,SAC,WAS,2.0,12,-10.0
4442,2021-03-27 00:00:00,SAC,CLE,-9.0,-2,-7.0
7255,2023-03-13 00:00:00,SAC,MIL,3.5,9,-5.5
4422,2021-03-25 00:00:00,SAC,GSW,-4.5,-22,17.5
6920,2023-01-20 00:00:00,SAC,OKC,-5.5,-5,-0.5
4416,2021-03-24 00:00:00,SAC,ATL,3.0,-2,5.0
7226,2023-03-09 00:00:00,SAC,NYK,-1.5,-5,3.5
4630,2021-04-20 00:00:00,SAC,MIN,-3.5,14,-17.5
7205,2023-03-06 00:00:00,SAC,NOP,-4.5,-15,10.5
7189,2023-03-04 00:00:00,SAC,MIN,-4.0,4,-8.0
4642,2021-04-21 00:00:00,SAC,MIN,-3.0,-3,0.0
1788,2018-12-21 00:00:00,SAC,MEM,-2.0,-3,1.0
7182,2023-03-03 00:00:00,SAC,LAC,-7.0,-1,-6.0
1055,2018-03-19 00:00:00,SAC,DET,4.0,16,-12.0
1629,2018-11-29 00:00:00,SAC,LAC,2.0,12,-10.0
1803,2018-12-23 00:00:00,SAC,NOP,1.0,-5,6.0
4681,2021-04-26 00:00:00,SAC,DAL,6.5,-7,13.5
4312,2021-03-11 00:00:00,SAC,HOU,-6.0,-20,14.0
1777,2018-12-19 00:00:00,SAC,OKC,4.5,19,-14.5
1096,2018-03-25 00:00:00,SAC,BOS,6.5,11,-4.5
967,2018-03-07 00:00:00,SAC,NOP,5.5,13,-7.5
2073,2019-01-30 00:00:00,SAC,ATL,-5.0,-22,17.0
6869,2023-01-13 00:00:00,SAC,HOU,-9.5,-25,15.5
1112,2018-03-27 00:00:00,SAC,DAL,-2.5,6,-8.5
